id,entidadeTipo,entidadeId,entidadeNome,dadosExcluidos,excluidoPor,excluidoPorNome,motivoExclusao,createdAt
30095,acao,840005,Ler o livro “A Sutil Arte de Ligar o F*da-se” e elaborar um painel visual com os 5 principais aprendizados aplicáveis à sua realidade de trabalho - curto prazo,"{""id"":840005,""pdiId"":1020076,""macroId"":210005,""microcompetencia"":""Competência Comportamental: Planejamento e Organização Pessoal]"",""titulo"":""Ler o livro “A Sutil Arte de Ligar o F*da-se” e elaborar um painel visual com os 5 principais aprendizados aplicáveis à sua realidade de trabalho - curto prazo"",""descricao"":""**O que fazer:**\nLer o livro “A Sutil Arte de Ligar o F*da-se” e elaborar um painel visual com os 5 principais aprendizados aplicáveis à sua realidade de trabalho - curto prazo\n\n**Como fazer:**\nAÇÃO 1: Ler o livro “A Sutil Arte de Ligar o F*da-se” e elaborar um painel visual com os 5 principais aprendizados aplicáveis à sua realidade de trabalho OBJETIVO: \n Refletir sobre prioridades, autopercepção e limites profissionais, a partir da leitura de um conteúdo provocativo e realista.\n \n JUSTIFICATIVA: \n Cynthia demonstrou abertura para conteúdos que ajudem a lidar melhor com pressão e perfeccionismo. Essa leitura contribui para desenvolver senso crítico, reduzir autocobrança e valorizar o\n\n**Onde fazer:**\nUniversidade Sebrae / Plataformas online\n\n**Evidência esperada:**\nCertificado de conclusão ou relatório de aplicação prática"",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 22:38:42"",""updatedAt"":""2026-01-31 22:38:42""}",1,Equipe CKM Talents,,2026-02-01 21:25:44
30096,acao,840004,Ler o livro “A Coragem de Ser Imperfeito” e aplicar um conceito em uma situação real de vulnerabilidade no trabalho - curto prazo,"{""id"":840004,""pdiId"":1020076,""macroId"":210038,""microcompetencia"":""Competência Comportamental: Leitura Crítica e Desenvolvimento Pessoal"",""titulo"":""Ler o livro “A Coragem de Ser Imperfeito” e aplicar um conceito em uma situação real de vulnerabilidade no trabalho - curto prazo"",""descricao"":""**O que fazer:**\nLer o livro “A Coragem de Ser Imperfeito” e aplicar um conceito em uma situação real de vulnerabilidade no trabalho - curto prazo\n\n**Como fazer:**\nAÇÃO 1: Ler o livro “A Coragem de Ser Imperfeito” e aplicar um conceito em uma situação real de vulnerabilidade no trabalho OBJETIVO: \n Estimular o autoconhecimento e fortalecer relações saudáveis por meio da prática da vulnerabilidade com coragem e autenticidade no ambiente profissional.\n \n JUSTIFICATIVA: \n Cynthia tem interesse por temas ligados ao autodesenvolvimento. O livro de Brené Brown é uma leitura transformadora que ajuda a reconhecer e lidar com imperfeições, medos e sentimentos de in\n\n**Onde fazer:**\nUniversidade Sebrae / Plataformas online\n\n**Evidência esperada:**\nCertificado de conclusão ou relatório de aplicação prática"",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 22:38:42"",""updatedAt"":""2026-01-31 22:38:42""}",1,Equipe CKM Talents,,2026-02-01 21:25:47
30097,acao,840003,Concluir o curso “Gestão de Processos Administrativos” e elaborar um fluxograma de um processo que executa na rotina - curto prazo,"{""id"":840003,""pdiId"":1020076,""macroId"":210016,""microcompetencia"":""Concluir o curso “Gestão de Processos Administrativos” e elaborar um fluxograma de um processo que e"",""titulo"":""Concluir o curso “Gestão de Processos Administrativos” e elaborar um fluxograma de um processo que executa na rotina - curto prazo"",""descricao"":""**O que fazer:**\nConcluir o curso “Gestão de Processos Administrativos” e elaborar um fluxograma de um processo que executa na rotina - curto prazo\n\n**Como fazer:**\nAÇÃO 1: Concluir o curso “Gestão de Processos Administrativos” e elaborar um fluxograma de um processo da rotina OBJETIVO: \n Aprimorar a clareza, a eficiência e a padronização das atividades rotineiras por meio da compreensão e representação visual de processos administrativos.\n \n JUSTIFICATIVA: \n Essa ação foi recomendada no PDI anterior e já está em andamento. Ao dominar a estrutura dos processos internos , Cynthia poderá executar com mais precisão, minimizar erros operacionais e antecipar gar\n\n**Onde fazer:**\nUniversidade Sebrae / Plataformas online\n\n**Evidência esperada:**\nCertificado de conclusão ou relatório de aplicação prática"",""prazo"":""2026-01-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 22:38:42"",""updatedAt"":""2026-01-31 22:38:42""}",1,Equipe CKM Talents,,2026-02-01 21:25:51
30098,acao,840002,Concluir o curso “Excel Avançado” e aplicar 2 funcionalidades aprendidas em planilhas reais da sua área -curto prazo,"{""id"":840002,""pdiId"":1020076,""macroId"":210016,""microcompetencia"":""Concluir o curso “Excel Avançado” e aplicar 2 funcionalidades aprendidas em planilhas reais da sua á"",""titulo"":""Concluir o curso “Excel Avançado” e aplicar 2 funcionalidades aprendidas em planilhas reais da sua área -curto prazo"",""descricao"":""**O que fazer:**\nConcluir o curso “Excel Avançado” e aplicar 2 funcionalidades aprendidas em planilhas reais da sua área -curto prazo\n\n**Como fazer:**\nAÇÃO 1: Concluir o curso “Excel Avançado” e aplicar 2 funcionalidades em planilhas reais OBJETIVO: \n Aprimorar o domínio técnico da ferramenta Excel, com aplicação direta em planilhas de uso cotidiano da unidade.\n \n JUSTIFICATIVA: \n Cynthia já está matriculada no curso de Excel, e a liderança validou esta ação como essencial para fortalecer sua capacidade de análise, controle e automação de dados . O uso avançado do Excel amplia a eficiência nas tarefas e facilita a padronização de relatórios.\n \n\n**Onde fazer:**\nUniversidade Sebrae / Plataformas online\n\n**Evidência esperada:**\nCertificado de conclusão ou relatório de aplicação prática"",""prazo"":""2026-01-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 22:38:42"",""updatedAt"":""2026-01-31 22:38:42""}",1,Equipe CKM Talents,,2026-02-01 21:25:53
30099,acao,810015,Oficina de Criatividade e Solução de Problemas,"{""id"":810015,""pdiId"":1020017,""macroId"":210002,""microcompetencia"":null,""titulo"":""Oficina de Criatividade e Solução de Problemas"",""descricao"":""Desenvolver criatividade e solução de problemas. Participar de oficina prática com brainstorming, design thinking, SCAMPER. Local: SEST/SENAT / WEGOV / SESIRS / EBAC. Evidência: Certificado + relatório de melhoria implementada"",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:25:58
30100,acao,810014,Curso de Melhoria Contínua Lean Six Sigma,"{""id"":810014,""pdiId"":1020017,""macroId"":210002,""microcompetencia"":null,""titulo"":""Curso de Melhoria Contínua Lean Six Sigma"",""descricao"":""Implementar ferramentas Lean Six Sigma para redução de desperdícios. Capacitação White Belt, projetos Kaizen, aplicar VSM, Ishikawa e 5S. Local: UNINTER / Albert Einstein / IPED. Evidência: Relatório trimestral + certificação + apresentação dos projetos Kaizen"",""prazo"":""2026-03-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:00
30101,acao,810013,Propor Melhorias Processuais Trimestralmente,"{""id"":810013,""pdiId"":1020032,""macroId"":210002,""microcompetencia"":null,""titulo"":""Propor Melhorias Processuais Trimestralmente"",""descricao"":""Desenvolver olhar crítico para processos e propor melhorias. Mapear processos, identificar gargalos, workshop de melhorias e proposta executiva. Local: UDEMY / FDC. Evidência: Portfólio com fluxogramas antes/depois e feedback dos colegas"",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:03
30102,acao,810012,Realizar Cursos de Atualização e Compartilhar Conhecimentos,"{""id"":810012,""pdiId"":1020032,""macroId"":210002,""microcompetencia"":null,""titulo"":""Realizar Cursos de Atualização e Compartilhar Conhecimentos"",""descricao"":""Manter-se atualizado e compartilhar conhecimento com a equipe. Selecionar cursos trimestrais, aplicar técnicas e apresentar para equipe. Local: Portal Sebrae / FGV / Fundação Bradesco. Evidência: Portfólio com certificados, registros de compartilhamento e feedback"",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:06
30103,acao,810011,Curso Introdução ao Planejamento de Auditoria,"{""id"":810011,""pdiId"":1020001,""macroId"":210002,""microcompetencia"":null,""titulo"":""Curso Introdução ao Planejamento de Auditoria"",""descricao"":""Capacitar nos princípios do planejamento de auditoria com base em riscos. Realizar inscrição, participar dos módulos e aplicar aprendizados. Local: IIA Brasil / Coursera / Sebrae / Fundação Bradesco. Evidência: Certificado + documento com reflexões e práticas"",""prazo"":""2026-02-20T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:11
30104,acao,810009,Cultivar a Inteligência Emocional,"{""id"":810009,""pdiId"":1020050,""macroId"":210002,""microcompetencia"":null,""titulo"":""Cultivar a Inteligência Emocional"",""descricao"":""Desenvolver equilíbrio emocional e autorregulação. Leitura do livro A Coragem de Ser Imperfeito + desafio de 7 dias. Local: Biblioteca Sebrae TO. Evidência: Relato com conceitos do livro + 7 práticas aplicadas"",""prazo"":""2026-01-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:14
30105,acao,810010,Curso Diligente One - Auditoria,"{""id"":810010,""pdiId"":1020001,""macroId"":210002,""microcompetencia"":null,""titulo"":""Curso Diligente One - Auditoria"",""descricao"":""Capacitação no uso do sistema Diligente One para gestão de auditorias. Participar de capacitação institucional, explorar módulos e realizar simulações. Local: Capacitação interna Sebrae ou fornecedor Diligent. Evidência: Certificado + relato técnico com evidência de uso prático"",""prazo"":""2026-03-26T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:16
30106,acao,810008,Tomada de Decisão Estratégica,"{""id"":810008,""pdiId"":1020016,""macroId"":210002,""microcompetencia"":null,""titulo"":""Tomada de Decisão Estratégica"",""descricao"":""Desenvolver habilidade de decisões rápidas e assertivas. Dinâmicas de decisão rápida usando método 3x3. Local: Reuniões de equipe / Treinamentos internos. Evidência: Relato das decisões tomadas"",""prazo"":""2026-01-10T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:18
30107,acao,810007,Desenvolvimento de Visão Estratégica Longo Prazo,"{""id"":810007,""pdiId"":1020016,""macroId"":210002,""microcompetencia"":null,""titulo"":""Desenvolvimento de Visão Estratégica Longo Prazo"",""descricao"":""Ampliar visão estratégica para planos de longo prazo. Curso online de Planejamento Estratégico + estudo de caso. Local: FGV Online / Sebrae / Edupass. Evidência: Certificado + apresentação do estudo de caso"",""prazo"":""2026-03-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:21
30108,acao,810006,Gestão de Tempo e Produtividade,"{""id"":810006,""pdiId"":1020016,""macroId"":210002,""microcompetencia"":null,""titulo"":""Gestão de Tempo e Produtividade"",""descricao"":""Reduzir dispersão e melhorar organização do tempo. Workshop de produtividade + técnica Pomodoro. Local: Portal Sebrae / SEST SENAT / ESPM. Evidência: Registro da aplicação das técnicas"",""prazo"":""2026-02-10T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:23
30109,acao,810005,Desenvolvimento de Visão Estratégica,"{""id"":810005,""pdiId"":1020059,""macroId"":210002,""microcompetencia"":null,""titulo"":""Desenvolvimento de Visão Estratégica"",""descricao"":""Ampliar capacidade de planejamento de longo prazo. Curso de Planejamento Estratégico + estudo de caso. Local: FGV Online / Sebrae. Evidência: Certificado + apresentação do estudo de caso"",""prazo"":""2026-03-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:26
30110,acao,810004,Curso Gestão do Tempo e Produtividade,"{""id"":810004,""pdiId"":1020059,""macroId"":210002,""microcompetencia"":null,""titulo"":""Curso Gestão do Tempo e Produtividade"",""descricao"":""Melhorar organização e foco nas atividades. Concluir curso e aplicar técnica Pomodoro. Local: Portal Sebrae / SEST SENAT. Evidência: Certificado + registro de aplicação"",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:32
30111,acao,810003,Rodadas de Feedback com Técnica Start Stop Continue,"{""id"":810003,""pdiId"":1020049,""macroId"":210002,""microcompetencia"":null,""titulo"":""Rodadas de Feedback com Técnica Start Stop Continue"",""descricao"":""Fortalecer empatia e comunicação positiva. Realizar rodadas de feedback usando técnica Start Stop Continue. Local: Curso Senac + ambiente de trabalho. Evidência: Relatório com datas participantes e reflexões"",""prazo"":""2026-01-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:36
30112,acao,810002,Prática de Feedback Estruturado,"{""id"":810002,""pdiId"":1020049,""macroId"":210002,""microcompetencia"":null,""titulo"":""Prática de Feedback Estruturado"",""descricao"":""Aprimorar a capacidade de dar e receber feedback. Aplicar técnica SCI em 3 situações reais. Local: Ambiente de trabalho. Evidência: Registro das 3 situações + reflexão"",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:39
30113,acao,810001,Curso Comunicação Assertiva e Persuasiva,"{""id"":810001,""pdiId"":1020049,""macroId"":210002,""microcompetencia"":null,""titulo"":""Curso Comunicação Assertiva e Persuasiva"",""descricao"":""Desenvolver habilidades de comunicação clara e influente. Concluir curso online e aplicar técnicas em reuniões. Local: Universidade Sebrae / EV.G. Evidência: Certificado + relato de aplicação"",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 20:25:13"",""updatedAt"":""2026-01-31 20:25:13""}",1,Equipe CKM Talents,,2026-02-01 21:26:41
30114,acao,780052,Pausas conscientes para manter a energia durante o dia,"{""id"":780052,""pdiId"":1020050,""macroId"":210005,""microcompetencia"":""Saúde Mental e Energia"",""titulo"":""Pausas conscientes para manter a energia durante o dia"",""descricao"":""**O que fazer:** Implementar pausas conscientes para manter energia e foco durante o dia. **Como fazer:** 1) Escolher 2 momentos fixos do dia (ex: 10h e 15h). 2) Programar alarme e fazer pausa de 5 minutos: alongar braços e pescoço, tomar água, respirar fundo 3 vezes, caminhar até a janela. 3) Anotar nível de energia antes e depois da pausa. **Onde fazer:** Ambiente de trabalho. **Evidência esperada:** Registro de pelo menos 10 pausas com observações."",""prazo"":""2026-01-14T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:51:01"",""updatedAt"":""2026-01-31 15:51:01""}",1,Equipe CKM Talents,,2026-02-01 21:26:46
30115,acao,780051,Leitura do livro A Tríade do Tempo,"{""id"":780051,""pdiId"":1020050,""macroId"":210009,""microcompetencia"":""Gestão do Tempo"",""titulo"":""Leitura do livro A Tríade do Tempo"",""descricao"":""**O que fazer:** Ler o livro 'A Tríade do Tempo' de Christian Barbosa para melhorar gestão do tempo. **Como fazer:** 1) Acessar a biblioteca Sebrae e buscar o livro. 2) Ler 1 ou 2 capítulos por semana, anotando trechos significativos. 3) No final, escrever resumo de 10-15 linhas respondendo: O que mudei na rotina? O que me ajudou a ganhar foco? O que quero manter como hábito? **Onde fazer:** Biblioteca Sebrae ou versão digital. **Evidência esperada:** 1 página com resumo e aprendizados práticos."",""prazo"":""2026-01-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:51:01"",""updatedAt"":""2026-01-31 15:51:01""}",1,Equipe CKM Talents,,2026-02-01 21:26:49
30116,acao,780050,Filme sobre negociação - O Homem que Mudou o Jogo ou A Grande Aposta,"{""id"":780050,""pdiId"":1020050,""macroId"":210024,""microcompetencia"":""Negociação"",""titulo"":""Filme sobre negociação - O Homem que Mudou o Jogo ou A Grande Aposta"",""descricao"":""**O que fazer:** Assistir filme sobre negociação e identificar atitudes aplicáveis ao trabalho. **Como fazer:** 1) Assistir ao filme 'O Homem que Mudou o Jogo' (Moneyball) ou 'A Grande Aposta' (The Big Short). 2) Enquanto assiste, anotar 5 atitudes de negociação que chamaram atenção. 3) Para cada atitude, escrever um paralelo prático de como aplicar no trabalho. **Onde fazer:** Streaming ou biblioteca. **Evidência esperada:** Resumo de 1 página com as 5 atitudes observadas e exemplos de aplicação."",""prazo"":""2026-01-15T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:51:01"",""updatedAt"":""2026-01-31 15:51:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:09
30117,acao,780049,Curso de Análise de Indicadores de RH com Construção de Painel da UGP,"{""id"":780049,""pdiId"":1020096,""macroId"":210035,""microcompetencia"":""Análise de Indicadores de RH"",""titulo"":""Curso de Análise de Indicadores de RH com Construção de Painel da UGP"",""descricao"":""**O que fazer:** Aprimorar domínio sobre estruturação e análise de dados de RH. **Como fazer:** 1) Realizar o curso 'Indicadores de RH e People Analytics' (Universidade Sebrae, ABRH, Escola Conquer ou Fundação Bradesco). 2) Selecionar os principais indicadores da UGP (absenteísmo, tempo de contratação, taxa de adesão a treinamentos). 3) Criar painel simples de acompanhamento usando Excel, Power BI ou Google Data Studio. 4) Apresentar o painel em reunião da UGP ou Direx. **Onde fazer:** Universidade Sebrae, Escola Conquer, ABRH Brasil, Fundação Bradesco. **Evidência esperada:** Certificado de conclusão + Print ou link do painel criado + Validação da liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:14
30118,acao,780048,Curso de Gestão de Projetos com Aplicação em Ação Estratégica da UGP,"{""id"":780048,""pdiId"":1020096,""macroId"":210014,""microcompetencia"":""Gestão de Projetos"",""titulo"":""Curso de Gestão de Projetos com Aplicação em Ação Estratégica da UGP"",""descricao"":""**O que fazer:** Aprimorar aplicação de metodologias ágeis e ferramentas práticas de gestão de projetos. **Como fazer:** 1) Inscrever-se em curso prático de gestão de projetos (PM Canvas, Sebrae Play, Fundação Bradesco). 2) Selecionar um projeto real da UGP em andamento. 3) Aplicar os conceitos para estruturar plano de projeto (objetivo, escopo, cronograma, responsáveis, riscos). 4) Apresentar o plano à liderança. **Onde fazer:** Sebrae Play, Fundação Bradesco, PM Canvas Academy, FGV Online. **Evidência esperada:** Certificado de conclusão + Plano de projeto estruturado + Validação da liderança."",""prazo"":""2026-03-20T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:18
30119,acao,780047,Participar da CS Academy e capacitações sobre Customer Success,"{""id"":780047,""pdiId"":1020075,""macroId"":210033,""microcompetencia"":""Marketing de Produto e Customer Success"",""titulo"":""Participar da CS Academy e capacitações sobre Customer Success"",""descricao"":""**O que fazer:** Fortalecer conhecimentos em estratégias de marketing de produto e Customer Success. **Como fazer:** Participar da CS Academy e capacitações sobre Customer Success (CS) e jornadas de relacionamento. **Onde fazer:** CS Academy e plataformas de capacitação. **Evidência esperada:** Certificados de participação + Relatório de aprendizados."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:22
30120,acao,780046,Programa de Desenvolvimento em Storytelling e Apresentações de Impacto,"{""id"":780046,""pdiId"":1020075,""macroId"":210002,""microcompetencia"":""Storytelling e Apresentações de Impacto"",""titulo"":""Programa de Desenvolvimento em Storytelling e Apresentações de Impacto"",""descricao"":""**O que fazer:** Desenvolver comunicação estratégica e capacidade de transmitir informações complexas de forma clara e impactante. **Como fazer:** 1) Realizar o curso 'Storytelling e Design Para Apresentações Com Dados' (NA0156) da Universidade Sebrae (15h). 2) Desenvolver três apresentações utilizando as técnicas aprendidas. 3) Receber feedback estruturado sobre as apresentações. 4) Aplicar as técnicas em situações reais de trabalho. **Onde fazer:** Universidade Sebrae + reuniões e apresentações internas. **Evidência esperada:** Certificado de conclusão + Apresentações desenvolvidas + Feedback documentado."",""prazo"":""2026-02-20T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:26
30121,acao,780045,Programa de Desenvolvimento em Autoliderança,"{""id"":780045,""pdiId"":1020075,""macroId"":210008,""microcompetencia"":""Autoliderança e Protagonismo"",""titulo"":""Programa de Desenvolvimento em Autoliderança"",""descricao"":""**O que fazer:** Desenvolver protagonismo e iniciativa através de curso e aplicação prática. **Como fazer:** 1) Realizar o curso 'Autoliderança' (NAAULI) da Universidade Sebrae (3h). 2) Desenvolver um plano de ação pessoal para aumento do protagonismo. 3) Assumir a liderança de um projeto ou iniciativa específica. 4) Documentar aprendizados e evolução. **Onde fazer:** Universidade Sebrae (curso online) + ambiente de trabalho. **Evidência esperada:** Certificado de conclusão + Plano de ação pessoal documentado + Relatório do projeto liderado."",""prazo"":""2026-01-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:30
30122,acao,780044,Desenvolvimento de Habilidade de Apresentação,"{""id"":780044,""pdiId"":1020053,""macroId"":210002,""microcompetencia"":""Habilidade de Apresentação"",""titulo"":""Desenvolvimento de Habilidade de Apresentação"",""descricao"":""**O que fazer:** Desenvolver habilidade de falar em público para compartilhar ideias e resultados. **Como fazer:** 1) Começar apresentando um tópico simples (5 min) para um colega ou reunião pequena. 2) Utilizar recursos visuais simples e claros. 3) Estruturar apresentação: introdução, desenvolvimento e conclusão. 4) Gravar-se falando sobre um tema de trabalho para autoanálise. 5) Assistir apresentações de referência (TED Talks). 6) Fazer curso online sobre técnicas de apresentação. **Onde fazer:** Reuniões de equipe, apresentações informais, plataformas de cursos online. **Evidência esperada:** Roteiro e material visual da apresentação + Autoavaliação da gravação + Certificado do curso + Feedback dos colegas/gestor."",""prazo"":""2026-02-26T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:34
30123,acao,780043,Treino de Comunicação Clara e Objetiva,"{""id"":780043,""pdiId"":1020053,""macroId"":210002,""microcompetencia"":""Comunicação Assertiva e Feedback"",""titulo"":""Treino de Comunicação Clara e Objetiva"",""descricao"":""**O que fazer:** Desenvolver comunicação clara e objetiva para interações profissionais eficazes. **Como fazer:** 1) Antes de enviar e-mails importantes, revisar o texto focando em ser direto ao ponto. 2) Praticar a técnica do sanduíche para dar feedback construtivo. 3) Ao receber uma tarefa, repetir o que entendeu e confirmar prazo e requisitos. 4) Preparar roteiro breve antes de conversas importantes. 5) Assistir vídeos sobre escuta ativa e praticar. 6) Identificar situação para dizer 'não' e preparar resposta assertiva. **Onde fazer:** Comunicações diárias (e-mail, reuniões, conversas). **Evidência esperada:** Exemplos de e-mails revisados + Roteiros de conversas preparados + Relato da aplicação da técnica de feedback."",""prazo"":""2026-02-26T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:48:01"",""updatedAt"":""2026-01-31 15:48:01""}",1,Equipe CKM Talents,,2026-02-01 21:27:40
30124,acao,780042,Concluir o Programa de Integridade – UC Sebrae,"{""id"":780042,""pdiId"":1020027,""macroId"":210029,""microcompetencia"":""Conformidade e Governança"",""titulo"":""Concluir o Programa de Integridade – UC Sebrae"",""descricao"":""**O que fazer:** Concluir o Programa de Integridade do Sistema Sebrae para fortalecimento da cultura organizacional baseada em ética e responsabilidade. **Como fazer:** 1) Acessar a Plataforma UC Sebrae. 2) Localizar o curso 'Programa de Integridade'. 3) Concluir todos os módulos obrigatórios. 4) Refletir sobre os conteúdos e registrar percepções. **Onde fazer:** Plataforma UC Sebrae. **Evidência esperada:** Certificado de conclusão emitido pela plataforma."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:43:32"",""updatedAt"":""2026-01-31 15:43:32""}",1,Equipe CKM Talents,,2026-02-01 21:27:44
30125,acao,780041,Desenvolver Mentalidade Positiva e Resiliência Emocional,"{""id"":780041,""pdiId"":1020027,""macroId"":210005,""microcompetencia"":""Inteligência Emocional - Resiliência"",""titulo"":""Desenvolver Mentalidade Positiva e Resiliência Emocional"",""descricao"":""**O que fazer:** Ler o livro 'A Ciência da Felicidade' e registrar práticas e aprendizados diários durante 21 dias. **Como fazer:** 1) Adquirir ou acessar o livro na Biblioteca Sebrae. 2) Iniciar a leitura com calma. 3) A partir do primeiro dia, começar o diário: anotar uma prática positiva vivida no dia e um aprendizado emocional. 4) Manter a prática durante 21 dias consecutivos. 5) Ao final, escrever uma reflexão geral sobre o impacto. **Onde fazer:** Biblioteca Sebrae ou Kindle. **Evidência esperada:** Diário com os 21 registros diários + Reflexão final."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:43:32"",""updatedAt"":""2026-01-31 15:43:32""}",1,Equipe CKM Talents,,2026-02-01 21:27:48
30126,acao,780040,Desenvolver Estratégias para Lidar com Críticas de Forma Construtiva,"{""id"":780040,""pdiId"":1020027,""macroId"":210005,""microcompetencia"":""Inteligência Emocional - Lidar com críticas"",""titulo"":""Desenvolver Estratégias para Lidar com Críticas de Forma Construtiva"",""descricao"":""**O que fazer:** Assistir TED Talk e ler livro para desenvolver estratégias para lidar com críticas de forma construtiva. **Como fazer:** 1) Assistir ao TED Talk 'O Poder da Vulnerabilidade' de Brené Brown. 2) Ler o livro 'A Coragem de Ser Imperfeito'. 3) Anotar exemplos e ideias. 4) Organizar síntese com os 5 principais aprendizados. 5) Refletir sobre como aplicar no contexto de trabalho. **Onde fazer:** YouTube (TED Talk) + Biblioteca Sebrae ou Kindle (livro). **Evidência esperada:** Síntese com os 5 principais aprendizados + explicação de como pretende aplicar no ambiente de trabalho."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-31 15:43:32"",""updatedAt"":""2026-01-31 15:43:32""}",1,Equipe CKM Talents,,2026-02-01 21:27:51
