id,actionId,colaboradorId,status,justificativaAdmin,createdAt,evaluatedAt,evaluatedBy,satisfactionScore,descricao,arquivo,respostaColaborador,dataResposta,tipoEvidencia,data_realizacao,cargaHoraria,oQueRealizou,comoAplicou,resultadoPratico,impactoPercentual,principalAprendizado,linkExterno,evidenciaComprova,impactoComprova,impactoValidadoAdmin,parecerImpacto
1410002,1140031,1500001,aprovada,,2026-03-07 12:46:03,2026-03-09 18:02:45,1,,"A leitura do livro A Tríade do Tempo foi uma experiência muito interessante para refletir sobre a forma como tenho utilizado meu tempo no dia a dia. Logo nos primeiros capítulos, me chamou bastante atenção a explicação sobre a divisão das atividades em importantes, urgentes e circunstanciais. Percebi que muitas vezes acabamos nos deixando levar pelas urgências ou por tarefas que aparecem ao longo do dia e acabam desviando o foco daquilo que realmente deveria ser prioridade.
Durante a leitura, comecei a observar minha própria rotina de trabalho e notei que, em vários momentos, eu estava resolvendo muitas coisas ao mesmo tempo, mas nem sempre aquelas que realmente contribuíam para os resultados que eu precisava alcançar. Esse entendimento me fez repensar a forma como organizo minhas tarefas e a importância de planejar melhor o dia e a semana.
Um ponto que fez muito sentido para mim foi a ideia de que quando não planejamos o nosso tempo, outras pessoas ou situações acabam planejando por nós. A partir disso, comecei a dar mais atenção ao planejamento das minhas atividades, tentando definir com mais clareza quais são as tarefas realmente importantes.
Percebi também que pequenas mudanças na organização da rotina podem trazer mais tranquilidade e foco no trabalho. Ao priorizar melhor as atividades, sinto que consigo manter mais concentração e evitar aquela sensação de estar sempre correndo contra o tempo.
Depois dessa leitura, algo que pretendo manter como hábito é reservar um momento da semana para planejar as principais atividades e definir prioridades. Isso tem me ajudado a trabalhar com mais organização e consciência sobre como estou utilizando meu tempo.
No geral, a leitura foi muito proveitosa e trouxe aprendizados práticos que podem ser aplicados tanto na vida profissional quanto no pessoal e isso é muito proveitoso. Foi uma experiência que me fez refletir sobre produtividade de uma forma mais equilibrada, buscando não apenas fazer mais coisas, mas fazer aquilo que realmente importa.
",,,,,,,,,,,,,,,,
1440001,1560001,1260009,aprovada,,2026-03-08 00:09:24,2026-03-09 18:02:08,1,,Realizei todos os cursos da plataforma do programa de lideranaças,,,,,,,,,,,,,,,,
1470001,900354,1290042,aprovada,,2026-03-09 12:02:14,2026-03-09 18:02:21,1,,"Em uma situação de tomada de decisão na rotina de trabalho, foi identificada a necessidade de priorizar diferentes demandas que estavam impactando o andamento das ações planejadas na regional. Para apoiar essa análise, foi aplicada a Matriz GUT (Gravidade, Urgência e Tendência) como ferramenta de priorização.
Inicialmente, foram listados os principais problemas/dilemas que exigiam decisão, como prazos de entregas, organização de atividades e demandas de parceiros. Em seguida, cada situação foi avaliada com base nos três critérios da matriz: gravidade do impacto, urgência para resolução e tendência de agravamento caso não fosse tratada. A partir da pontuação atribuída, foi possível identificar qual demanda deveria ser tratada primeiro.
A aplicação da Matriz GUT contribuiu para tornar a decisão mais objetiva e estratégica, permitindo organizar as prioridades de forma clara e direcionar esforços para a resolução do problema mais crítico, garantindo maior eficiência na gestão das atividades.",,,,,,,,,,,,,,,,
1470002,1560021,1290042,aprovada,,2026-03-09 12:08:14,2026-03-09 18:02:33,1,,"A ação Laboratório de Decisão em Simulações foi registrada por meio da participação em uma atividade prática de análise e tomada de decisão em um cenário simulado. Durante a dinâmica, foi apresentado um caso com diferentes variáveis e desafios, exigindo avaliação de informações, identificação de alternativas e escolha da melhor estratégia para resolução da situação proposta.
No desenvolvimento da atividade, foram discutidos os possíveis impactos de cada decisão, considerando riscos, oportunidades e consequências para os envolvidos. A simulação permitiu exercitar o pensamento crítico, a análise de cenários e a tomada de decisão em um ambiente controlado.
Como resultado, a atividade contribuiu para fortalecer a capacidade de avaliar situações complexas, estruturar raciocínios de forma mais estratégica e refletir sobre como aplicar essas habilidades em contextos reais de trabalho.",,,,,,,,,,,,,,,,
1500006,1800011,840001,aprovada,Faltam detalhes na evidência,2026-03-09 10:38:33,2026-03-09 10:38:34,1,,,,,,,,,,,,,,,,,,
1500015,1800011,840001,aprovada,Faltam detalhes na evidência,2026-03-09 10:39:07,2026-03-09 10:39:08,1,,,,,,,,,,,,,,,,,,
1500024,1800011,840001,aprovada,Faltam detalhes na evidência,2026-03-09 10:42:43,2026-03-09 10:42:43,1,,,,,,,,,,,,,,,,,,
1500031,1680006,1260009,reprovada,"<p>Olá, evidência não recebida.</p>",2026-03-09 17:55:59,2026-03-09 18:03:10,1,,nfgnfgnfgfggfdfdbdhdhdbfdhdhtdhth,,,,,,,,,,,,,,,,
1500032,900545,1290027,aprovada,,2026-03-09 20:58:45,2026-03-10 20:22:02,1,,"Realizei o curso ""Planeje Suas Metas e Resultados"", conforme indicação e Relatório referente a ação a ser executada.",,,,,,,,,,,,,,,,
1530001,1500008,1590001,aprovada,,2026-03-10 18:23:07,2026-03-10 20:20:53,1,,"Em atendimento às orientações recebidas, apresento o registro das atividades 
realizadas durante o processo de integração institucional e início das atividades 
operacionais no Sebrae.
1. Integração institucional e apresentação às áreas
Participei do processo de integração institucional, no qual fui apresentada à equipe de 
trabalho e às principais áreas de atuação do Sebrae. Esse momento foi fundamental para 
compreender a estrutura organizacional, as responsabilidades de cada área, o fluxo de 
comunicação interna e a forma como as unidades atuam de maneira integrada no 
atendimento aos empreendedores. A integração também contribuiu para o entendimento 
da missão institucional, do papel do Sebrae no fortalecimento do empreendedorismo e do 
impacto de suas ações no desenvolvimento econômico e social.
2. Entrega e configuração de acessos aos sistemas e ferramentas de trabalho
Recebi os acessos aos sistemas, plataformas e ferramentas necessárias para o desempenho 
das atividades institucionais. Realizei a configuração e ambientação nos sistemas 
utilizados na rotina de atendimento e acompanhamento de demandas, possibilitando a 
execução das atividades com autonomia e segurança. Esse processo permitiu 
compreender os fluxos operacionais internos, bem como os procedimentos necessários 
para registro, acompanhamento e encaminhamento de demandas.
3. Conhecimento da cultura organizacional, valores e estratégias institucionais
Como parte do processo de integração, concluí as trilhas obrigatórias disponibilizadas 
pela Universidade Sebrae, dentro do Programa de Integração do Sebrae. As capacitações 
contribuíram para ampliar o entendimento sobre a cultura organizacional, os princípios 
éticos, as diretrizes institucionais e as boas práticas adotadas pela instituição.
Foram concluídos os seguintes cursos:
• Trilha – Parada Obrigatória: Diversidade & Inclusão
• Código de Ética Sebrae – Versão 2024
• LGPD – Lei Geral de Proteção de Dados Pessoais
• Inclusão de Pessoas com Deficiência
• Programa de Integridade Corporativa
• Segurança da Informação
• Conhecendo o Sistema Sebrae – Atualizado 2024
Esses conteúdos proporcionaram uma visão ampla sobre os valores institucionais, a 
importância da integridade e da ética nas relações institucionais, a proteção de dados e a 
responsabilidade no tratamento das informações, além de reforçar o compromisso com a 
inclusão, a diversidade e a transparência no ambiente organizacional.
4. Acompanhamento com o Anjo e ambientação nas rotinas institucionais
Durante o período de integração, também contei com o acompanhamento do Anjo 
designado, que auxiliou no esclarecimento de dúvidas, na compreensão dos fluxos de 
trabalho e na adaptação às rotinas institucionais. Esse acompanhamento contribuiu 
significativamente para a ambientação no ambiente organizacional e para o entendimento 
das práticas adotadas nas atividades diárias.
5. Participação em simulações e atendimentos supervisionados
Participei de momentos de observação e simulação de atendimentos, além de 
atendimentos iniciais com supervisão, o que possibilitou compreender na prática o fluxo 
de atendimento ao cliente, a forma de condução das orientações e o padrão de qualidade 
esperado no relacionamento com os empreendedores atendidos pelo Sebrae.
6. Atuação nas atividades de atendimento ao empreendedor
No atendimento ao público, já realizo orientações e execução de diversos serviços 
voltados ao Microempreendedor Individual (MEI), apoiando empreendedores em 
diferentes demandas relacionadas à formalização, regularização e gestão de seus 
negócios.
Entre os serviços que já realizo estão:
• Formalização de Microempreendedor Individual (MEI)
• Emissão do CCMEI (Comprovante de Condição de Microempreendedor 
Individual)
• Alteração de dados cadastrais
• Solicitação de baixa do MEI
• Emissão de boleto DAS para pagamento das contribuições mensais
• Envio da Declaração Anual do MEI
• Orientações sobre o Domicílio Eletrônico
• Apoio na regularização de débitos do MEI
• Orientações sobre o uso do aplicativo Meu MEI Digital
• Orientações sobre a Rede MEI e serviços disponíveis
Essas atividades têm contribuído para o fortalecimento do atendimento ao empreendedor, 
auxiliando na resolução de demandas e na orientação adequada para a formalização e 
regularização de seus negócios.
7. Abertura e acompanhamento de processos institucionais
Também realizo abertura de processos e acompanhamento das demandas por meio do 
fluxograma institucional, compreendendo as etapas necessárias para o correto 
encaminhamento das solicitações, acompanhamento das tratativas e monitoramento das 
atividades até sua conclusão.
Esse processo envolve a análise da demanda, o registro adequado das informações, o 
direcionamento às áreas responsáveis e o acompanhamento das etapas previstas no fluxo 
de atendimento.
8. Atuação na área comercial e prospecção de empreendedores
Além das atividades de atendimento, também participo de visitas comerciais com o 
objetivo de apresentar e comercializar as soluções oferecidas pelo Sebrae. Nessas visitas, 
realizo a apresentação de produtos, serviços e programas voltados ao desenvolvimento
empresarial, orientando empreendedores sobre as oportunidades de capacitação, 
consultorias e soluções estratégicas disponíveis.
Essa atuação contribui para a prospecção de novos clientes, fortalecimento do 
relacionamento com empreendedores locais e ampliação do acesso às soluções do Sebrae.
Dessa forma, informo que as evidências das atividades realizadas foram encaminhadas à 
gestão responsável, conforme orientado.",,,,,,,,,,,,,,,,
1530002,1500008,1590001,aprovada,,2026-03-10 18:24:55,2026-03-10 20:20:47,1,,"Em atendimento às orientações recebidas, apresento o registro das atividades 
realizadas durante o processo de integração institucional e início das atividades 
operacionais no Sebrae.
1. Integração institucional e apresentação às áreas
Participei do processo de integração institucional, no qual fui apresentada à equipe de 
trabalho e às principais áreas de atuação do Sebrae. Esse momento foi fundamental para 
compreender a estrutura organizacional, as responsabilidades de cada área, o fluxo de 
comunicação interna e a forma como as unidades atuam de maneira integrada no 
atendimento aos empreendedores. A integração também contribuiu para o entendimento 
da missão institucional, do papel do Sebrae no fortalecimento do empreendedorismo e do 
impacto de suas ações no desenvolvimento econômico e social.
2. Entrega e configuração de acessos aos sistemas e ferramentas de trabalho
Recebi os acessos aos sistemas, plataformas e ferramentas necessárias para o desempenho 
das atividades institucionais. Realizei a configuração e ambientação nos sistemas 
utilizados na rotina de atendimento e acompanhamento de demandas, possibilitando a 
execução das atividades com autonomia e segurança. Esse processo permitiu 
compreender os fluxos operacionais internos, bem como os procedimentos necessários 
para registro, acompanhamento e encaminhamento de demandas.
3. Conhecimento da cultura organizacional, valores e estratégias institucionais
Como parte do processo de integração, concluí as trilhas obrigatórias disponibilizadas 
pela Universidade Sebrae, dentro do Programa de Integração do Sebrae. As capacitações 
contribuíram para ampliar o entendimento sobre a cultura organizacional, os princípios 
éticos, as diretrizes institucionais e as boas práticas adotadas pela instituição.
Foram concluídos os seguintes cursos:
• Trilha – Parada Obrigatória: Diversidade & Inclusão
• Código de Ética Sebrae – Versão 2024
• LGPD – Lei Geral de Proteção de Dados Pessoais
• Inclusão de Pessoas com Deficiência
• Programa de Integridade Corporativa
• Segurança da Informação
• Conhecendo o Sistema Sebrae – Atualizado 2024
Esses conteúdos proporcionaram uma visão ampla sobre os valores institucionais, a 
importância da integridade e da ética nas relações institucionais, a proteção de dados e a 
responsabilidade no tratamento das informações, além de reforçar o compromisso com a 
inclusão, a diversidade e a transparência no ambiente organizacional.
4. Acompanhamento com o Anjo e ambientação nas rotinas institucionais
Durante o período de integração, também contei com o acompanhamento do Anjo 
designado, que auxiliou no esclarecimento de dúvidas, na compreensão dos fluxos de 
trabalho e na adaptação às rotinas institucionais. Esse acompanhamento contribuiu 
significativamente para a ambientação no ambiente organizacional e para o entendimento 
das práticas adotadas nas atividades diárias.
5. Participação em simulações e atendimentos supervisionados
Participei de momentos de observação e simulação de atendimentos, além de 
atendimentos iniciais com supervisão, o que possibilitou compreender na prática o fluxo 
de atendimento ao cliente, a forma de condução das orientações e o padrão de qualidade 
esperado no relacionamento com os empreendedores atendidos pelo Sebrae.
6. Atuação nas atividades de atendimento ao empreendedor
No atendimento ao público, já realizo orientações e execução de diversos serviços 
voltados ao Microempreendedor Individual (MEI), apoiando empreendedores em 
diferentes demandas relacionadas à formalização, regularização e gestão de seus 
negócios.
Entre os serviços que já realizo estão:
• Formalização de Microempreendedor Individual (MEI)
• Emissão do CCMEI (Comprovante de Condição de Microempreendedor 
Individual)
• Alteração de dados cadastrais
• Solicitação de baixa do MEI
• Emissão de boleto DAS para pagamento das contribuições mensais
• Envio da Declaração Anual do MEI
• Orientações sobre o Domicílio Eletrônico
• Apoio na regularização de débitos do MEI
• Orientações sobre o uso do aplicativo Meu MEI Digital
• Orientações sobre a Rede MEI e serviços disponíveis
Essas atividades têm contribuído para o fortalecimento do atendimento ao empreendedor, 
auxiliando na resolução de demandas e na orientação adequada para a formalização e 
regularização de seus negócios.
7. Abertura e acompanhamento de processos institucionais
Também realizo abertura de processos e acompanhamento das demandas por meio do 
fluxograma institucional, compreendendo as etapas necessárias para o correto 
encaminhamento das solicitações, acompanhamento das tratativas e monitoramento das 
atividades até sua conclusão.
Esse processo envolve a análise da demanda, o registro adequado das informações, o 
direcionamento às áreas responsáveis e o acompanhamento das etapas previstas no fluxo 
de atendimento.
8. Atuação na área comercial e prospecção de empreendedores
Além das atividades de atendimento, também participo de visitas comerciais com o 
objetivo de apresentar e comercializar as soluções oferecidas pelo Sebrae. Nessas visitas, 
realizo a apresentação de produtos, serviços e programas voltados ao desenvolvimento
empresarial, orientando empreendedores sobre as oportunidades de capacitação, 
consultorias e soluções estratégicas disponíveis.
Essa atuação contribui para a prospecção de novos clientes, fortalecimento do 
relacionamento com empreendedores locais e ampliação do acesso às soluções do Sebrae.
Dessa forma, informo que as evidências das atividades realizadas foram encaminhadas à 
gestão responsável, conforme orientado",,,,,,,,,,,,,,,,
1530003,900612,1290020,aprovada,,2026-03-10 19:02:47,2026-03-10 20:21:00,1,,"Relatório da Lei Geral das Micro e Pequenas Empresa
Relatório de Aplicação das Normas Legais",,,,,,,,,,,,,,,,
1530004,1500003,1590001,aprovada,,2026-03-10 20:27:06,2026-03-10 20:43:17,1,,"Apresentei à minha gestora / Anjo o mapa de priorização das atividades desenvolvidas no exercício da função, contendo a classificação das tarefas quanto à frequência, impacto, prazo e prioridade.

Durante a conversa, foi realizada a validação das cinco principais entregas semanais, sendo confirmado que as atividades priorizadas estão alinhadas com as demandas da área e com os objetivos institucionais.",,,,,,,,,,,,,,,,
1560001,900540,1290107,aprovada,,2026-03-11 18:20:35,2026-03-11 19:36:45,1,,"Realizado o curso conforme solicitado. Segue certificado. ""O que entregar (Comprovação): Certificado do curso ou relatório breve (1 a 2 páginas) descrevendo as 3 técnicas usadas, as situações em que você aplicou e o efeito percebido.""",,,,,,,,,,,,,,,,
1590001,900544,1290107,aprovada,,2026-03-12 14:13:02,2026-03-12 20:20:22,1,,"Certificado do curso + Documento com o plano de atenção aos riscos validado pelo gestor.

--- Principal Aprendizado ---
O principal aprendizado é que a adequação à LGPD não é apenas uma questão jurídica, mas uma mudança estrutural nas nossas operações. Precisamos mapear o ciclo de vida das informações e garantir a proteção dos dados desde a concepção de um projeto, exigindo regras claras de segurança e privacidade logo na elaboração das especificações técnicas para a contratação de novos serviços e sistemas.",,,,,,,,,,,,,,,,
1620001,900541,1290107,aprovada,,2026-03-12 17:24:24,2026-03-12 20:20:27,1,,"Certificado do curso + Relatório com 3 ideias aplicáveis à UTIC, validadas com o gestor.

--- Principal Aprendizado ---
O principal aprendizado foi compreender que a inovação no setor público não exige a criação de tecnologias totalmente novas, mas sim a melhoria contínua e focada em resolver os problemas diários. Além disso, o curso destacou o valor prático da inovação incremental, mostrando que pequenas automações na nossa infraestrutura, somadas a um ambiente que estimula a equipe de TI a propor soluções, geram um ganho enorme de eficiência para o Sebrae como um todo.",,,,,,,,,,,,,,,,
1620002,900350,1290042,aprovada,,2026-03-12 18:45:26,2026-03-12 20:20:33,1,,"O Programa de Integridade reforça a importância da ética, da transparência e do cumprimento de normas dentro da organização. A principal percepção é que a integridade vai além de regras, pois depende da atitude e do compromisso de todos no dia a dia. O programa contribui para fortalecer a confiança, prevenir irregularidades e promover um ambiente de trabalho mais responsável e alinhado aos valores institucionais.

--- Principal Aprendizado ---
O principal aprendizado do Programa de Integridade é compreender que a ética e a transparência devem orientar todas as ações dentro da organização. Mais do que seguir regras, é essencial agir com responsabilidade, respeito às normas e compromisso com os valores institucionais, contribuindo para um ambiente de confiança e credibilidade.",,,,,,,,,,,,,,,,
1650001,900363,1290050,aprovada,,2026-03-13 12:48:22,2026-03-16 16:29:03,1,,"Fato: Muitos empreendedores ainda iniciam suas atividades sem um plano de negócios estruturado e acabam tomando decisões no improviso.
Impacto: Essa falta de planejamento aumenta o risco de falhas operacionais, reduz a previsibilidade financeira e compromete a sustentabilidade do negócio.
Necessidade: Precisamos reforçar, junto aos empreendedores, a importância de construir e revisar um plano de negócios sólido para orientar escolhas estratégicas e ampliar as chances de sucesso.
Feedback do empresário
Quero destacar o excelente trabalho realizado pelo Edglei na demanda sobre Plano de Negócio. Ele demonstrou grande domínio técnico e disposição para me apoiar, contribuindo para soluções mais completas e organizadas. Sua capacidade de análise e sua postura colaborativa me ajudou muito. A indicação da solução PN BOX do Sebrae Minas Gerais e suas orientações, possibilitaram que eu mesmo iniciasse a construção do meu Plano de Negócio.

--- Principal Aprendizado ---
Durante a apresentação do sistema PN Box para o empresário, o principal aprendizado foi perceber, in loco, como a visualização prática do processo facilita significativamente o entendimento sobre a construção do plano de negócios. Ao acompanhar de perto a dinâmica do empreendedor diante das etapas do sistema, ficou evidente que a demonstração aplicada, conectada à realidade do negócio, torna o conteúdo mais acessível e reduz eventuais dúvidas que surgem quando o processo é explicado apenas de forma teórica. Essa experiência reforçou a importância de conduzir apresentações cada vez mais contextualizadas, permitindo que o empresário compreenda melhor cada fase e se sinta mais seguro para construir seu próprio plano.",,,,,,,,,,,,,,,,
1650002,900435,1290102,aprovada,,2026-03-13 13:54:57,2026-03-16 16:27:41,1,,"certificado de conclusão de curso

--- Principal Aprendizado ---
relatório apresentando o aprendizado consta em anexo. 
Rescumo: Ouvir, praticar empatia, buscar objetividade de focar em mim e não no outro ao registrar feedback.",,,,,,,,,,,,,,,,
1650003,900432,1290102,aprovada,,2026-03-13 14:01:41,2026-03-16 16:28:06,1,,"Estudo sobre mapeamento de Stakeholders

--- Principal Aprendizado ---
elaborei o mapeamento de stakeholders do Sebrae TO, com uma perspectiva de influência e priorização.",,,,,,,,,,,,,,,,
1650004,900495,1290068,aprovada,,2026-03-13 14:09:46,2026-03-16 16:27:57,1,,"Foi realizado um Alinhamento geral sobre o Sistema Diligent One com foco na gestão das Auditorias do Sistema Sebrae.

--- Principal Aprendizado ---
Conhecimento Prático do Sistema;
Conhecimento das funcionalidades do Sistema;
Benefícios da ferramenta.",,,,,,,,,,,,,,,,
1650005,900348,1290042,aprovada,,2026-03-13 14:13:20,2026-03-16 16:28:22,1,,"Com o objetivo de ampliar a visão sistêmica das ações desenvolvidas na área, foi
realizada a elaboração de um Mapa de Conexões Estratégicas, relacionando ações executadas, objetivos institucionais, indicadores de desempenho e impactos esperados.
A atividade consistiu em analisar um programa prioritário executado na regional,
identificando como suas ações contribuem para o alcance da estratégia institucional e para o fortalecimento dos pequenos negócios atendidos na região
do Vale do Araguaia.
Como objeto de análise foi selecionado o programa Empretec, uma das principais soluções de desenvolvimento comportamental para empreendedores.

--- Principal Aprendizado ---
O principal aprendizado foi compreender como as ações executadas na regional se conectam diretamente aos objetivos estratégicos e indicadores institucionais. A análise do programa Empretec permitiu perceber que iniciativas locais contribuem para resultados maiores, fortalecendo as competências empreendedoras e o desenvolvimento dos pequenos negócios. Além disso, evidenciou a importância dos indicadores como ferramenta para avaliar impacto e orientar decisões.",,,,,,,,,,,,,,,,
1680001,1020015,1290044,aprovada,,2026-03-16 12:47:18,2026-03-16 16:28:34,1,,"Mentor Experiente: 
Pedro Júnior da Rocha Silva
Contexto de atuação profissional: 
Instabilidade emocional no ambiente de trabalho e impacto no desenvolvimento e liderança nas atividades profissionais para atingir os resultados estabelecidos nas iniciativas de gestão.
Encontro periódicos agendados e realizados, conforme anexo.

--- Principal Aprendizado ---
Liderança na execução das atividades",,,,,,,,,,,,,,,,
1680002,1260005,1650006,reprovada,"<p>Ana, não conseguimos visualizar a evidência, favor enviar anexada via e-mail através das orientações de envio de evidência.</p>",2026-03-16 13:31:34,2026-03-16 16:30:08,1,,"https://sebraepr-my.sharepoint.com/:f:/r/personal/anapaula_desconsi_to_sebrae_com_br/Documents/PDI%20-%20Ana%20Paula%20Carvalho%20Desconsi?csf=1&web=1&e=zxOfzX

--- Principal Aprendizado ---
A realização do curso Inteligência Emocional, da ENAP, ampliou minha compreensão sobre a importância do autoconhecimento, do autocontrole emocional e da empatia nas relações de trabalho. O principal aprendizado foi entender que reconhecer e gerenciar as próprias emoções impacta diretamente na qualidade da comunicação, na tomada de decisão, na resolução de conflitos e no relacionamento com equipe, parceiros e clientes. A ação contribuiu para fortalecer minha postura profissional diante de situações de pressão, aumentando minha capacidade de escuta, equilíbrio e assertividade no ambiente de trabalho.",,,,,,,,,,,,,,,,
1680003,1260003,1650006,reprovada,"<p>Ana, não conseguimos visualizar a evidência, favor enviar anexada via e-mail através das orientações de envio de evidência.</p>",2026-03-16 13:48:44,2026-03-16 16:30:16,1,,"Comprovo esta evidência por meio do documento em Word anexado, contendo o resumo da leitura dos 3 primeiros capítulos do livro A Tríade do Tempo, de Christian Barbosa, além do registro de 2 mudanças práticas aplicadas na rotina durante o período proposto.
Também segue o link do arquivo salvo no SharePoint para consulta e validação:
[https://sebraepr-my.sharepoint.com/:f:/r/personal/anapaula_desconsi_to_sebrae_com_br/Documents/PDI%20-%20Ana%20Paula%20Carvalho%20Desconsi?csf=1&web=1&e=Ngs00A]
Arquivo enviado: documento anexo em Word com resumo, aplicação prática e conclusão da atividade.

--- Principal Aprendizado ---
O principal aprendizado foi compreender que produtividade não está em fazer mais tarefas, mas em priorizar melhor o tempo entre atividades importantes, urgentes e circunstanciais. A leitura me ajudou a perceber a necessidade de organizar a rotina com mais intencionalidade, reduzindo ações reativas e dando mais espaço ao que realmente gera resultado, planejamento e qualidade nas entregas.",,,,,,,,,,,,,,,,
1680004,900631,1290105,reprovada,<p>Não recebemos o comprovante de inscrição e as comprovações via e-mail.</p>,2026-03-16 14:03:05,2026-03-17 14:44:15,1,,"COMPROVANTE DE INSCRIÇÃO CURSO
OKR Aplicado à Transformação Digital
Envio de certificado

--- Principal Aprendizado ---
Compreender como a metodologia OKR (Objectives and Key Results) pode ser utilizada como instrumento de gestão para alinhar estratégia, metas e resultados em processos de transformação digital. A abordagem permite que as organizações definam objetivos claros e inspiradores, acompanhados de resultados-chave mensuráveis, garantindo maior foco, transparência e acompanhamento da execução das ações estratégicas.",,,,,,,,,,,,,,,,
1680005,900632,1290105,aprovada,,2026-03-16 14:04:02,2026-03-16 16:57:26,1,,"Ler livro "" A pscicologia da persepção"" e apresentar resumo dos principais pontos aprendidos.

--- Principal Aprendizado ---
Resumo de ""A Psicologia da Percepção""

O livro trata do estudo de como os seres humanos percebem o mundo ao seu redor, enfatizando que a percepção não é apenas uma recepção passiva de estímulos, mas um processo ativo de interpretação.

1. Conceito de percepção

A percepção é o processo pelo qual interpretamos informações sensoriais (visão, audição, tato, olfato e paladar) para dar sentido ao ambiente.

Diferencia-se da sensação, que é apenas a detecção dos estímulos. Percepção envolve interpretação e organização desses estímulos.

2. Processos perceptivos

Organização perceptiva: O cérebro organiza os estímulos recebidos de forma coerente, usando princípios como proximidade, semelhança e continuidade.

Constância perceptiva: Mesmo com mudanças nos estímulos (como tamanho ou forma de um objeto à distância), percebemos o objeto como constante.

Atenção e percepção: A percepção é influenciada pelo foco de atenção; só percebemos claramente o que captamos mentalmente.

3. Fatores que influenciam a percepção

Experiências passadas: Aprendizado e memória moldam como interpretamos os estímulos.

Contexto e ambiente: A situação em que o estímulo ocorre altera a percepção.

Motivações e necessidades: O que queremos ou precisamos influencia a forma como percebemos.

Expectativas e cultura: Crenças e normas culturais podem distorcer ou guiar a interpretação dos estímulos.

4. Ilusões e erros perceptivos

O livro aborda como a percepção pode ser enganada por ilusões, mostrando que nem tudo que vemos ou ouvimos corresponde à realidade física.

Exemplos clássicos: ilusões de ótica, interpretação errada de sons ou movimentos.

5. Aplicações práticas

Psicologia clínica: entender distorções perceptivas em transtornos mentais.

Educação e design: melhorar aprendizagem e ergonomia.

Marketing e comunicação: compreender como o público percebe produtos e mensagens.

Em essência, o livro mostra que a percepção é um processo complexo e subjetivo, influenciado por fatores internos (experiências, expectativas) e externos (contexto, estímulos). Ele enfatiza que compreender a percepção humana é fundamental para diversas áreas da psicologia e da vida cotidiana.",,,,,,,,,,,,,,,,
1680006,900626,1260004,aprovada,,2026-03-16 14:41:21,2026-03-16 16:28:49,1,,"Será enviado em Arquivo com o Relatório em Anexo.

--- Principal Aprendizado ---
Este projeto contribuiu diretamente para meu desenvolvimento quanto a: gestão de processos, planejamento e organização, melhoria contínua e gestão orientada a resultados.",,,,,,,,,,,,,,,,
1680007,900346,1290042,aprovada,,2026-03-16 17:08:33,2026-03-16 19:36:13,1,,"A evidência está sendo comprovada por meio de relatório do projeto piloto de inovação, no qual descrevo o desafio identificado na rotina da regional, a proposta de melhoria desenvolvida, a metodologia utilizada e as ações implementadas. No documento também apresento os resultados obtidos, os aprendizados gerados e os impactos observados no trabalho, com validação formal da liderança e enviado por e-mail.

--- Principal Aprendizado ---
O principal aprendizado foi compreender que a inovação pode surgir a partir de desafios simples da rotina de trabalho, quando há disposição para analisar problemas, testar soluções e acompanhar os resultados. A experiência também reforçou a importância de planejar, implementar e avaliar pequenas mudanças, utilizando metodologias estruturadas para gerar melhorias reais nos processos e nas entregas da regional.",,,,,,,,,,,,,,,,
1680009,2040003,1290009,aprovada,,2026-03-16 19:35:03,2026-03-16 19:36:22,1,,"Certificado de participação no curso: Acelere seu negócio com IA. --- Principal Aprendizado --- Aprendi a utilizar a IA para produzir vídeos de conteúdos das consultorias, a utilizar para me tornar mais produtiva com a criação de apresentações e conteúdos, a gerar insights rápidos e personalizados para entregar mais valor aos clientes. Bem como, na tomada decisões melhores e mais rápidas no meu dia a dia.

--- Principal Aprendizado ---
Certificado de participação no curso: Acelere seu negócio com IA. --- Principal Aprendizado --- Aprendi a utilizar a IA para produzir vídeos de conteúdos das consultorias, a utilizar para me tornar mais produtiva com a criação de apresentações e conteúdos, a gerar insights rápidos e personalizados para entregar mais valor aos clientes. Bem como, na tomada decisões melhores e mais rápidas no meu dia a dia.",,,,,,,,,,,,,,,,
1680010,900630,1290016,aprovada,,2026-03-16 19:42:00,2026-03-17 14:42:37,1,,"Participação e conclusão do curso de Comunicação Não Violenta (CNV), voltado ao desenvolvimento de habilidades de comunicação eficaz no ambiente corporativo. Durante o curso, foram abordados os princípios da CNV, com foco na escuta ativa, na expressão clara de sentimentos e necessidades, e na construção de diálogos respeitosos e colaborativos.

--- Principal Aprendizado ---
A formação proporcionou conhecimentos e técnicas para lidar de forma mais assertiva com conflitos, fortalecer relações profissionais e promover interações mais empáticas e produtivas no ambiente de trabalho. Como resultado, as competências adquiridas contribuem para melhorar a gestão de equipes, a condução de negociações e o relacionamento com parceiros e clientes, favorecendo um ambiente organizacional mais harmonioso e colaborativo.",,,,,,,,,,,,,,,,
